	identifier	speaker	split	label	file
378	5_lucas_22	lucas	TEST	5	speech_data/5_lucas_22.wav
379	5_nicolas_13	nicolas	TRAIN	5	speech_data/5_nicolas_13.wav
380	9_george_21	george	TRAIN	9	speech_data/9_george_21.wav
381	3_theo_1	theo	TRAIN	3	speech_data/3_theo_1.wav
382	2_nicolas_12	nicolas	TRAIN	2	speech_data/2_nicolas_12.wav
383	9_yweweler_39	yweweler	DEV	9	speech_data/9_yweweler_39.wav
384	9_george_17	george	TRAIN	9	speech_data/9_george_17.wav
385	5_jackson_13	jackson	TRAIN	5	speech_data/5_jackson_13.wav
386	9_theo_36	theo	TRAIN	9	speech_data/9_theo_36.wav
387	9_lucas_4	lucas	TEST	9	speech_data/9_lucas_4.wav
388	4_lucas_13	lucas	TEST	4	speech_data/4_lucas_13.wav
389	5_theo_43	theo	TRAIN	5	speech_data/5_theo_43.wav
390	9_theo_23	theo	TRAIN	9	speech_data/9_theo_23.wav
391	2_yweweler_15	yweweler	DEV	2	speech_data/2_yweweler_15.wav
392	0_lucas_6	lucas	DEV	0	speech_data/0_lucas_6.wav
393	4_theo_11	theo	TRAIN	4	speech_data/4_theo_11.wav
394	2_george_42	george	TRAIN	2	speech_data/2_george_42.wav
395	6_nicolas_44	nicolas	TRAIN	6	speech_data/6_nicolas_44.wav
396	7_theo_17	theo	TRAIN	7	speech_data/7_theo_17.wav
397	8_nicolas_6	nicolas	TRAIN	8	speech_data/8_nicolas_6.wav
398	2_george_34	george	TRAIN	2	speech_data/2_george_34.wav
399	7_yweweler_13	yweweler	DEV	7	speech_data/7_yweweler_13.wav
400	1_lucas_9	lucas	DEV	1	speech_data/1_lucas_9.wav
401	3_nicolas_45	nicolas	TRAIN	3	speech_data/3_nicolas_45.wav
402	4_theo_16	theo	TRAIN	4	speech_data/4_theo_16.wav
403	0_yweweler_44	yweweler	TEST	0	speech_data/0_yweweler_44.wav
404	5_yweweler_17	yweweler	DEV	5	speech_data/5_yweweler_17.wav
405	0_george_7	george	TRAIN	0	speech_data/0_george_7.wav
406	3_nicolas_34	nicolas	TRAIN	3	speech_data/3_nicolas_34.wav
407	9_nicolas_17	nicolas	TRAIN	9	speech_data/9_nicolas_17.wav
408	7_jackson_21	jackson	TRAIN	7	speech_data/7_jackson_21.wav
409	1_jackson_3	jackson	TRAIN	1	speech_data/1_jackson_3.wav
410	9_george_33	george	TRAIN	9	speech_data/9_george_33.wav
411	9_theo_44	theo	TRAIN	9	speech_data/9_theo_44.wav
412	6_jackson_9	jackson	TRAIN	6	speech_data/6_jackson_9.wav
413	4_lucas_16	lucas	DEV	4	speech_data/4_lucas_16.wav
414	3_nicolas_38	nicolas	TRAIN	3	speech_data/3_nicolas_38.wav
415	6_nicolas_25	nicolas	TRAIN	6	speech_data/6_nicolas_25.wav
416	2_jackson_26	jackson	TRAIN	2	speech_data/2_jackson_26.wav
417	1_theo_21	theo	TRAIN	1	speech_data/1_theo_21.wav
418	6_theo_37	theo	TRAIN	6	speech_data/6_theo_37.wav
419	3_lucas_4	lucas	DEV	3	speech_data/3_lucas_4.wav
420	7_nicolas_41	nicolas	TRAIN	7	speech_data/7_nicolas_41.wav
421	3_theo_10	theo	TRAIN	3	speech_data/3_theo_10.wav
422	1_nicolas_37	nicolas	TRAIN	1	speech_data/1_nicolas_37.wav
423	5_theo_9	theo	TRAIN	5	speech_data/5_theo_9.wav
424	0_theo_18	theo	TRAIN	0	speech_data/0_theo_18.wav
425	0_yweweler_25	yweweler	DEV	0	speech_data/0_yweweler_25.wav
426	7_nicolas_49	nicolas	TRAIN	7	speech_data/7_nicolas_49.wav
427	9_jackson_47	jackson	TRAIN	9	speech_data/9_jackson_47.wav
428	9_lucas_10	lucas	DEV	9	speech_data/9_lucas_10.wav
429	8_lucas_23	lucas	TEST	8	speech_data/8_lucas_23.wav
430	0_yweweler_7	yweweler	DEV	0	speech_data/0_yweweler_7.wav
431	8_yweweler_4	yweweler	DEV	8	speech_data/8_yweweler_4.wav
432	4_lucas_3	lucas	DEV	4	speech_data/4_lucas_3.wav
433	3_jackson_19	jackson	TRAIN	3	speech_data/3_jackson_19.wav
434	5_lucas_0	lucas	DEV	5	speech_data/5_lucas_0.wav
435	8_yweweler_18	yweweler	TEST	8	speech_data/8_yweweler_18.wav
436	7_nicolas_47	nicolas	TRAIN	7	speech_data/7_nicolas_47.wav
437	3_jackson_34	jackson	TRAIN	3	speech_data/3_jackson_34.wav
438	9_jackson_14	jackson	TRAIN	9	speech_data/9_jackson_14.wav
439	3_yweweler_15	yweweler	TEST	3	speech_data/3_yweweler_15.wav
440	0_lucas_49	lucas	TEST	0	speech_data/0_lucas_49.wav
441	0_george_9	george	TRAIN	0	speech_data/0_george_9.wav
442	7_nicolas_9	nicolas	TRAIN	7	speech_data/7_nicolas_9.wav
443	9_george_40	george	TRAIN	9	speech_data/9_george_40.wav
444	7_lucas_11	lucas	DEV	7	speech_data/7_lucas_11.wav
445	5_theo_18	theo	TRAIN	5	speech_data/5_theo_18.wav
446	6_jackson_37	jackson	TRAIN	6	speech_data/6_jackson_37.wav
447	5_george_35	george	TRAIN	5	speech_data/5_george_35.wav
448	6_nicolas_1	nicolas	TRAIN	6	speech_data/6_nicolas_1.wav
449	2_theo_36	theo	TRAIN	2	speech_data/2_theo_36.wav
450	8_theo_42	theo	TRAIN	8	speech_data/8_theo_42.wav
451	9_nicolas_33	nicolas	TRAIN	9	speech_data/9_nicolas_33.wav
452	2_nicolas_26	nicolas	TRAIN	2	speech_data/2_nicolas_26.wav
453	9_nicolas_4	nicolas	TRAIN	9	speech_data/9_nicolas_4.wav
454	5_theo_32	theo	TRAIN	5	speech_data/5_theo_32.wav
455	1_george_43	george	TRAIN	1	speech_data/1_george_43.wav
456	1_george_6	george	TRAIN	1	speech_data/1_george_6.wav
457	6_jackson_20	jackson	TRAIN	6	speech_data/6_jackson_20.wav
458	6_nicolas_45	nicolas	TRAIN	6	speech_data/6_nicolas_45.wav
459	7_jackson_24	jackson	TRAIN	7	speech_data/7_jackson_24.wav
460	8_jackson_21	jackson	TRAIN	8	speech_data/8_jackson_21.wav
461	2_nicolas_33	nicolas	TRAIN	2	speech_data/2_nicolas_33.wav
462	2_nicolas_49	nicolas	TRAIN	2	speech_data/2_nicolas_49.wav
463	2_lucas_0	lucas	TEST	2	speech_data/2_lucas_0.wav
464	9_jackson_25	jackson	TRAIN	9	speech_data/9_jackson_25.wav
465	0_yweweler_19	yweweler	DEV	0	speech_data/0_yweweler_19.wav
466	1_george_11	george	TRAIN	1	speech_data/1_george_11.wav
467	0_george_42	george	TRAIN	0	speech_data/0_george_42.wav
468	2_lucas_12	lucas	TEST	2	speech_data/2_lucas_12.wav
469	7_lucas_33	lucas	DEV	7	speech_data/7_lucas_33.wav
470	2_lucas_41	lucas	DEV	2	speech_data/2_lucas_41.wav
471	9_nicolas_24	nicolas	TRAIN	9	speech_data/9_nicolas_24.wav
472	8_lucas_36	lucas	DEV	8	speech_data/8_lucas_36.wav
473	6_nicolas_8	nicolas	TRAIN	6	speech_data/6_nicolas_8.wav
474	1_theo_48	theo	TRAIN	1	speech_data/1_theo_48.wav
475	2_jackson_6	jackson	TRAIN	2	speech_data/2_jackson_6.wav
476	0_lucas_3	lucas	TEST	0	speech_data/0_lucas_3.wav
477	2_lucas_39	lucas	TEST	2	speech_data/2_lucas_39.wav
478	2_yweweler_24	yweweler	TEST	2	speech_data/2_yweweler_24.wav
479	3_yweweler_46	yweweler	DEV	3	speech_data/3_yweweler_46.wav
480	2_lucas_22	lucas	DEV	2	speech_data/2_lucas_22.wav
481	3_jackson_17	jackson	TRAIN	3	speech_data/3_jackson_17.wav
482	1_george_46	george	TRAIN	1	speech_data/1_george_46.wav
483	6_nicolas_41	nicolas	TRAIN	6	speech_data/6_nicolas_41.wav
484	2_jackson_32	jackson	TRAIN	2	speech_data/2_jackson_32.wav
485	0_lucas_40	lucas	TEST	0	speech_data/0_lucas_40.wav
486	9_george_44	george	TRAIN	9	speech_data/9_george_44.wav
487	2_theo_11	theo	TRAIN	2	speech_data/2_theo_11.wav
488	2_lucas_37	lucas	TEST	2	speech_data/2_lucas_37.wav
489	7_theo_25	theo	TRAIN	7	speech_data/7_theo_25.wav
490	7_george_38	george	TRAIN	7	speech_data/7_george_38.wav
491	2_jackson_40	jackson	TRAIN	2	speech_data/2_jackson_40.wav
492	5_theo_38	theo	TRAIN	5	speech_data/5_theo_38.wav
493	4_theo_5	theo	TRAIN	4	speech_data/4_theo_5.wav
494	3_theo_48	theo	TRAIN	3	speech_data/3_theo_48.wav
495	7_jackson_14	jackson	TRAIN	7	speech_data/7_jackson_14.wav
496	5_yweweler_49	yweweler	TEST	5	speech_data/5_yweweler_49.wav
497	9_yweweler_49	yweweler	DEV	9	speech_data/9_yweweler_49.wav
498	5_theo_14	theo	TRAIN	5	speech_data/5_theo_14.wav
499	4_theo_37	theo	TRAIN	4	speech_data/4_theo_37.wav
500	1_george_17	george	TRAIN	1	speech_data/1_george_17.wav
501	9_lucas_32	lucas	TEST	9	speech_data/9_lucas_32.wav
502	9_yweweler_15	yweweler	TEST	9	speech_data/9_yweweler_15.wav
503	4_jackson_5	jackson	TRAIN	4	speech_data/4_jackson_5.wav
504	4_theo_4	theo	TRAIN	4	speech_data/4_theo_4.wav
505	3_george_34	george	TRAIN	3	speech_data/3_george_34.wav
506	5_george_10	george	TRAIN	5	speech_data/5_george_10.wav
507	7_george_19	george	TRAIN	7	speech_data/7_george_19.wav
508	5_yweweler_6	yweweler	TEST	5	speech_data/5_yweweler_6.wav
509	9_jackson_49	jackson	TRAIN	9	speech_data/9_jackson_49.wav
510	7_yweweler_25	yweweler	TEST	7	speech_data/7_yweweler_25.wav
511	5_jackson_12	jackson	TRAIN	5	speech_data/5_jackson_12.wav
512	0_theo_26	theo	TRAIN	0	speech_data/0_theo_26.wav
513	1_nicolas_6	nicolas	TRAIN	1	speech_data/1_nicolas_6.wav
514	6_yweweler_19	yweweler	TEST	6	speech_data/6_yweweler_19.wav
515	6_theo_46	theo	TRAIN	6	speech_data/6_theo_46.wav
516	0_jackson_6	jackson	TRAIN	0	speech_data/0_jackson_6.wav
517	4_yweweler_40	yweweler	TEST	4	speech_data/4_yweweler_40.wav
518	7_theo_1	theo	TRAIN	7	speech_data/7_theo_1.wav
519	8_lucas_19	lucas	DEV	8	speech_data/8_lucas_19.wav
520	8_jackson_22	jackson	TRAIN	8	speech_data/8_jackson_22.wav
521	7_yweweler_48	yweweler	DEV	7	speech_data/7_yweweler_48.wav
522	0_lucas_39	lucas	TEST	0	speech_data/0_lucas_39.wav
523	6_yweweler_27	yweweler	TEST	6	speech_data/6_yweweler_27.wav
524	1_nicolas_34	nicolas	TRAIN	1	speech_data/1_nicolas_34.wav
525	0_yweweler_39	yweweler	TEST	0	speech_data/0_yweweler_39.wav
526	2_yweweler_47	yweweler	TEST	2	speech_data/2_yweweler_47.wav
527	7_theo_15	theo	TRAIN	7	speech_data/7_theo_15.wav
528	9_george_35	george	TRAIN	9	speech_data/9_george_35.wav
529	9_nicolas_26	nicolas	TRAIN	9	speech_data/9_nicolas_26.wav
530	3_jackson_43	jackson	TRAIN	3	speech_data/3_jackson_43.wav
531	1_nicolas_49	nicolas	TRAIN	1	speech_data/1_nicolas_49.wav
532	0_nicolas_49	nicolas	TRAIN	0	speech_data/0_nicolas_49.wav
533	0_nicolas_35	nicolas	TRAIN	0	speech_data/0_nicolas_35.wav
534	4_jackson_42	jackson	TRAIN	4	speech_data/4_jackson_42.wav
535	9_jackson_16	jackson	TRAIN	9	speech_data/9_jackson_16.wav
536	4_yweweler_19	yweweler	DEV	4	speech_data/4_yweweler_19.wav
537	0_jackson_28	jackson	TRAIN	0	speech_data/0_jackson_28.wav
538	7_nicolas_32	nicolas	TRAIN	7	speech_data/7_nicolas_32.wav
539	0_nicolas_13	nicolas	TRAIN	0	speech_data/0_nicolas_13.wav
540	6_lucas_42	lucas	TEST	6	speech_data/6_lucas_42.wav
541	6_lucas_35	lucas	TEST	6	speech_data/6_lucas_35.wav
542	4_jackson_15	jackson	TRAIN	4	speech_data/4_jackson_15.wav
543	9_jackson_18	jackson	TRAIN	9	speech_data/9_jackson_18.wav
544	6_nicolas_32	nicolas	TRAIN	6	speech_data/6_nicolas_32.wav
545	4_george_16	george	TRAIN	4	speech_data/4_george_16.wav
546	7_george_31	george	TRAIN	7	speech_data/7_george_31.wav
547	9_lucas_9	lucas	DEV	9	speech_data/9_lucas_9.wav
548	8_lucas_37	lucas	DEV	8	speech_data/8_lucas_37.wav
549	0_yweweler_42	yweweler	TEST	0	speech_data/0_yweweler_42.wav
550	4_jackson_21	jackson	TRAIN	4	speech_data/4_jackson_21.wav
551	8_theo_43	theo	TRAIN	8	speech_data/8_theo_43.wav
552	6_nicolas_15	nicolas	TRAIN	6	speech_data/6_nicolas_15.wav
553	9_jackson_20	jackson	TRAIN	9	speech_data/9_jackson_20.wav
554	6_lucas_32	lucas	TEST	6	speech_data/6_lucas_32.wav
555	0_lucas_34	lucas	DEV	0	speech_data/0_lucas_34.wav
556	9_jackson_43	jackson	TRAIN	9	speech_data/9_jackson_43.wav
557	1_jackson_36	jackson	TRAIN	1	speech_data/1_jackson_36.wav
558	1_theo_28	theo	TRAIN	1	speech_data/1_theo_28.wav
559	7_nicolas_28	nicolas	TRAIN	7	speech_data/7_nicolas_28.wav
560	2_yweweler_32	yweweler	TEST	2	speech_data/2_yweweler_32.wav
561	6_lucas_41	lucas	DEV	6	speech_data/6_lucas_41.wav
562	6_lucas_43	lucas	DEV	6	speech_data/6_lucas_43.wav
563	4_lucas_2	lucas	DEV	4	speech_data/4_lucas_2.wav
564	9_yweweler_28	yweweler	DEV	9	speech_data/9_yweweler_28.wav
565	3_george_8	george	TRAIN	3	speech_data/3_george_8.wav
566	6_yweweler_26	yweweler	DEV	6	speech_data/6_yweweler_26.wav
567	2_nicolas_30	nicolas	TRAIN	2	speech_data/2_nicolas_30.wav
568	5_jackson_34	jackson	TRAIN	5	speech_data/5_jackson_34.wav
569	7_nicolas_18	nicolas	TRAIN	7	speech_data/7_nicolas_18.wav
570	4_jackson_9	jackson	TRAIN	4	speech_data/4_jackson_9.wav
571	7_lucas_44	lucas	DEV	7	speech_data/7_lucas_44.wav
572	3_george_46	george	TRAIN	3	speech_data/3_george_46.wav
573	0_theo_7	theo	TRAIN	0	speech_data/0_theo_7.wav
574	5_theo_5	theo	TRAIN	5	speech_data/5_theo_5.wav
575	1_lucas_5	lucas	DEV	1	speech_data/1_lucas_5.wav
576	0_nicolas_2	nicolas	TRAIN	0	speech_data/0_nicolas_2.wav
577	3_george_43	george	TRAIN	3	speech_data/3_george_43.wav
578	0_jackson_19	jackson	TRAIN	0	speech_data/0_jackson_19.wav
579	5_theo_3	theo	TRAIN	5	speech_data/5_theo_3.wav
580	5_lucas_11	lucas	DEV	5	speech_data/5_lucas_11.wav
581	3_nicolas_3	nicolas	TRAIN	3	speech_data/3_nicolas_3.wav
582	8_yweweler_46	yweweler	TEST	8	speech_data/8_yweweler_46.wav
583	2_yweweler_41	yweweler	TEST	2	speech_data/2_yweweler_41.wav
584	0_lucas_19	lucas	DEV	0	speech_data/0_lucas_19.wav
585	6_george_37	george	TRAIN	6	speech_data/6_george_37.wav
586	4_jackson_35	jackson	TRAIN	4	speech_data/4_jackson_35.wav
587	9_theo_47	theo	TRAIN	9	speech_data/9_theo_47.wav
588	1_theo_30	theo	TRAIN	1	speech_data/1_theo_30.wav
589	0_jackson_3	jackson	TRAIN	0	speech_data/0_jackson_3.wav
590	5_lucas_16	lucas	DEV	5	speech_data/5_lucas_16.wav
591	8_yweweler_8	yweweler	TEST	8	speech_data/8_yweweler_8.wav
592	3_jackson_26	jackson	TRAIN	3	speech_data/3_jackson_26.wav
593	5_yweweler_22	yweweler	DEV	5	speech_data/5_yweweler_22.wav
594	5_lucas_42	lucas	DEV	5	speech_data/5_lucas_42.wav
595	3_theo_47	theo	TRAIN	3	speech_data/3_theo_47.wav
596	9_yweweler_31	yweweler	TEST	9	speech_data/9_yweweler_31.wav
597	8_jackson_4	jackson	TRAIN	8	speech_data/8_jackson_4.wav
598	6_lucas_12	lucas	DEV	6	speech_data/6_lucas_12.wav
599	2_nicolas_48	nicolas	TRAIN	2	speech_data/2_nicolas_48.wav
600	8_jackson_3	jackson	TRAIN	8	speech_data/8_jackson_3.wav
601	1_yweweler_46	yweweler	DEV	1	speech_data/1_yweweler_46.wav
602	5_nicolas_47	nicolas	TRAIN	5	speech_data/5_nicolas_47.wav
603	8_theo_36	theo	TRAIN	8	speech_data/8_theo_36.wav
604	2_nicolas_15	nicolas	TRAIN	2	speech_data/2_nicolas_15.wav
605	0_theo_46	theo	TRAIN	0	speech_data/0_theo_46.wav
606	9_lucas_17	lucas	DEV	9	speech_data/9_lucas_17.wav
607	9_george_48	george	TRAIN	9	speech_data/9_george_48.wav
608	1_nicolas_14	nicolas	TRAIN	1	speech_data/1_nicolas_14.wav
609	4_lucas_41	lucas	TEST	4	speech_data/4_lucas_41.wav
610	6_lucas_33	lucas	DEV	6	speech_data/6_lucas_33.wav
611	4_yweweler_31	yweweler	DEV	4	speech_data/4_yweweler_31.wav
612	9_yweweler_21	yweweler	DEV	9	speech_data/9_yweweler_21.wav
613	3_theo_29	theo	TRAIN	3	speech_data/3_theo_29.wav
614	0_yweweler_35	yweweler	DEV	0	speech_data/0_yweweler_35.wav
615	5_theo_10	theo	TRAIN	5	speech_data/5_theo_10.wav
616	1_lucas_17	lucas	TEST	1	speech_data/1_lucas_17.wav
617	7_yweweler_21	yweweler	TEST	7	speech_data/7_yweweler_21.wav
618	9_yweweler_11	yweweler	TEST	9	speech_data/9_yweweler_11.wav
619	2_george_27	george	TRAIN	2	speech_data/2_george_27.wav
620	1_theo_27	theo	TRAIN	1	speech_data/1_theo_27.wav
621	2_nicolas_27	nicolas	TRAIN	2	speech_data/2_nicolas_27.wav
622	5_nicolas_46	nicolas	TRAIN	5	speech_data/5_nicolas_46.wav
623	4_theo_8	theo	TRAIN	4	speech_data/4_theo_8.wav
624	3_nicolas_10	nicolas	TRAIN	3	speech_data/3_nicolas_10.wav
625	3_jackson_37	jackson	TRAIN	3	speech_data/3_jackson_37.wav
626	8_lucas_0	lucas	TEST	8	speech_data/8_lucas_0.wav
627	7_lucas_47	lucas	TEST	7	speech_data/7_lucas_47.wav
628	3_lucas_18	lucas	DEV	3	speech_data/3_lucas_18.wav
629	7_jackson_3	jackson	TRAIN	7	speech_data/7_jackson_3.wav
630	9_nicolas_0	nicolas	TRAIN	9	speech_data/9_nicolas_0.wav
631	3_lucas_24	lucas	DEV	3	speech_data/3_lucas_24.wav
632	7_lucas_31	lucas	TEST	7	speech_data/7_lucas_31.wav
633	1_nicolas_9	nicolas	TRAIN	1	speech_data/1_nicolas_9.wav
634	0_yweweler_27	yweweler	DEV	0	speech_data/0_yweweler_27.wav
635	0_lucas_18	lucas	TEST	0	speech_data/0_lucas_18.wav
636	6_jackson_6	jackson	TRAIN	6	speech_data/6_jackson_6.wav
637	8_nicolas_23	nicolas	TRAIN	8	speech_data/8_nicolas_23.wav
638	1_jackson_0	jackson	TRAIN	1	speech_data/1_jackson_0.wav
639	3_george_48	george	TRAIN	3	speech_data/3_george_48.wav
640	3_nicolas_47	nicolas	TRAIN	3	speech_data/3_nicolas_47.wav
641	0_nicolas_23	nicolas	TRAIN	0	speech_data/0_nicolas_23.wav
642	5_yweweler_25	yweweler	DEV	5	speech_data/5_yweweler_25.wav
643	8_theo_22	theo	TRAIN	8	speech_data/8_theo_22.wav
644	1_nicolas_2	nicolas	TRAIN	1	speech_data/1_nicolas_2.wav
645	4_nicolas_47	nicolas	TRAIN	4	speech_data/4_nicolas_47.wav
646	3_george_2	george	TRAIN	3	speech_data/3_george_2.wav
647	3_george_37	george	TRAIN	3	speech_data/3_george_37.wav
648	4_lucas_8	lucas	DEV	4	speech_data/4_lucas_8.wav
649	6_theo_9	theo	TRAIN	6	speech_data/6_theo_9.wav
650	8_george_34	george	TRAIN	8	speech_data/8_george_34.wav
651	5_jackson_40	jackson	TRAIN	5	speech_data/5_jackson_40.wav
652	8_george_19	george	TRAIN	8	speech_data/8_george_19.wav
653	5_jackson_38	jackson	TRAIN	5	speech_data/5_jackson_38.wav
654	5_nicolas_33	nicolas	TRAIN	5	speech_data/5_nicolas_33.wav
655	9_lucas_46	lucas	TEST	9	speech_data/9_lucas_46.wav
656	0_theo_17	theo	TRAIN	0	speech_data/0_theo_17.wav
657	9_jackson_0	jackson	TRAIN	9	speech_data/9_jackson_0.wav
658	7_nicolas_48	nicolas	TRAIN	7	speech_data/7_nicolas_48.wav
659	5_nicolas_48	nicolas	TRAIN	5	speech_data/5_nicolas_48.wav
660	2_jackson_11	jackson	TRAIN	2	speech_data/2_jackson_11.wav
661	8_lucas_49	lucas	DEV	8	speech_data/8_lucas_49.wav
662	6_theo_28	theo	TRAIN	6	speech_data/6_theo_28.wav
663	1_jackson_46	jackson	TRAIN	1	speech_data/1_jackson_46.wav
664	9_lucas_48	lucas	DEV	9	speech_data/9_lucas_48.wav
665	8_theo_2	theo	TRAIN	8	speech_data/8_theo_2.wav
666	3_yweweler_38	yweweler	DEV	3	speech_data/3_yweweler_38.wav
667	4_nicolas_33	nicolas	TRAIN	4	speech_data/4_nicolas_33.wav
668	4_theo_7	theo	TRAIN	4	speech_data/4_theo_7.wav
669	4_theo_36	theo	TRAIN	4	speech_data/4_theo_36.wav
670	3_nicolas_16	nicolas	TRAIN	3	speech_data/3_nicolas_16.wav
671	6_jackson_21	jackson	TRAIN	6	speech_data/6_jackson_21.wav
672	6_lucas_37	lucas	DEV	6	speech_data/6_lucas_37.wav
673	4_theo_6	theo	TRAIN	4	speech_data/4_theo_6.wav
674	9_yweweler_8	yweweler	DEV	9	speech_data/9_yweweler_8.wav
675	9_george_15	george	TRAIN	9	speech_data/9_george_15.wav
676	1_lucas_39	lucas	TEST	1	speech_data/1_lucas_39.wav
677	4_jackson_0	jackson	TRAIN	4	speech_data/4_jackson_0.wav
678	5_jackson_29	jackson	TRAIN	5	speech_data/5_jackson_29.wav
679	7_theo_6	theo	TRAIN	7	speech_data/7_theo_6.wav
680	1_lucas_1	lucas	DEV	1	speech_data/1_lucas_1.wav
681	8_yweweler_21	yweweler	TEST	8	speech_data/8_yweweler_21.wav
682	3_nicolas_39	nicolas	TRAIN	3	speech_data/3_nicolas_39.wav
683	1_jackson_18	jackson	TRAIN	1	speech_data/1_jackson_18.wav
684	5_nicolas_37	nicolas	TRAIN	5	speech_data/5_nicolas_37.wav
685	6_george_34	george	TRAIN	6	speech_data/6_george_34.wav
686	6_nicolas_17	nicolas	TRAIN	6	speech_data/6_nicolas_17.wav
687	0_theo_0	theo	TRAIN	0	speech_data/0_theo_0.wav
688	6_jackson_42	jackson	TRAIN	6	speech_data/6_jackson_42.wav
689	6_george_28	george	TRAIN	6	speech_data/6_george_28.wav
690	2_george_37	george	TRAIN	2	speech_data/2_george_37.wav
691	3_george_13	george	TRAIN	3	speech_data/3_george_13.wav
692	6_yweweler_31	yweweler	TEST	6	speech_data/6_yweweler_31.wav
693	2_george_38	george	TRAIN	2	speech_data/2_george_38.wav
694	5_lucas_10	lucas	DEV	5	speech_data/5_lucas_10.wav
695	0_lucas_11	lucas	DEV	0	speech_data/0_lucas_11.wav
696	3_lucas_9	lucas	DEV	3	speech_data/3_lucas_9.wav
697	1_nicolas_25	nicolas	TRAIN	1	speech_data/1_nicolas_25.wav
698	1_lucas_28	lucas	DEV	1	speech_data/1_lucas_28.wav
699	5_jackson_2	jackson	TRAIN	5	speech_data/5_jackson_2.wav
700	7_theo_0	theo	TRAIN	7	speech_data/7_theo_0.wav
701	4_nicolas_10	nicolas	TRAIN	4	speech_data/4_nicolas_10.wav
702	9_yweweler_3	yweweler	DEV	9	speech_data/9_yweweler_3.wav
703	6_nicolas_48	nicolas	TRAIN	6	speech_data/6_nicolas_48.wav
704	8_jackson_19	jackson	TRAIN	8	speech_data/8_jackson_19.wav
705	5_yweweler_46	yweweler	TEST	5	speech_data/5_yweweler_46.wav
706	3_yweweler_42	yweweler	TEST	3	speech_data/3_yweweler_42.wav
707	3_theo_23	theo	TRAIN	3	speech_data/3_theo_23.wav
708	2_theo_37	theo	TRAIN	2	speech_data/2_theo_37.wav
709	7_george_28	george	TRAIN	7	speech_data/7_george_28.wav
710	1_nicolas_33	nicolas	TRAIN	1	speech_data/1_nicolas_33.wav
711	8_george_43	george	TRAIN	8	speech_data/8_george_43.wav
712	8_theo_33	theo	TRAIN	8	speech_data/8_theo_33.wav
713	2_lucas_19	lucas	TEST	2	speech_data/2_lucas_19.wav
714	0_nicolas_29	nicolas	TRAIN	0	speech_data/0_nicolas_29.wav
715	1_george_45	george	TRAIN	1	speech_data/1_george_45.wav
716	1_theo_19	theo	TRAIN	1	speech_data/1_theo_19.wav
717	4_nicolas_8	nicolas	TRAIN	4	speech_data/4_nicolas_8.wav
718	9_george_22	george	TRAIN	9	speech_data/9_george_22.wav
719	4_george_32	george	TRAIN	4	speech_data/4_george_32.wav
720	3_george_25	george	TRAIN	3	speech_data/3_george_25.wav
721	1_george_15	george	TRAIN	1	speech_data/1_george_15.wav
722	6_theo_8	theo	TRAIN	6	speech_data/6_theo_8.wav
723	5_nicolas_34	nicolas	TRAIN	5	speech_data/5_nicolas_34.wav
724	2_lucas_46	lucas	TEST	2	speech_data/2_lucas_46.wav
725	1_theo_9	theo	TRAIN	1	speech_data/1_theo_9.wav
726	8_george_21	george	TRAIN	8	speech_data/8_george_21.wav
727	0_lucas_7	lucas	TEST	0	speech_data/0_lucas_7.wav
728	9_jackson_46	jackson	TRAIN	9	speech_data/9_jackson_46.wav
729	1_lucas_12	lucas	TEST	1	speech_data/1_lucas_12.wav
730	2_jackson_1	jackson	TRAIN	2	speech_data/2_jackson_1.wav
731	1_yweweler_18	yweweler	TEST	1	speech_data/1_yweweler_18.wav
732	2_lucas_11	lucas	DEV	2	speech_data/2_lucas_11.wav
733	1_nicolas_3	nicolas	TRAIN	1	speech_data/1_nicolas_3.wav
734	3_jackson_38	jackson	TRAIN	3	speech_data/3_jackson_38.wav
735	5_george_22	george	TRAIN	5	speech_data/5_george_22.wav
736	8_yweweler_10	yweweler	TEST	8	speech_data/8_yweweler_10.wav
737	6_theo_17	theo	TRAIN	6	speech_data/6_theo_17.wav
738	5_jackson_20	jackson	TRAIN	5	speech_data/5_jackson_20.wav
739	2_yweweler_3	yweweler	DEV	2	speech_data/2_yweweler_3.wav
740	8_theo_20	theo	TRAIN	8	speech_data/8_theo_20.wav
741	6_jackson_48	jackson	TRAIN	6	speech_data/6_jackson_48.wav
742	7_theo_2	theo	TRAIN	7	speech_data/7_theo_2.wav
743	9_lucas_27	lucas	TEST	9	speech_data/9_lucas_27.wav
744	7_george_43	george	TRAIN	7	speech_data/7_george_43.wav
745	1_jackson_22	jackson	TRAIN	1	speech_data/1_jackson_22.wav
746	2_theo_41	theo	TRAIN	2	speech_data/2_theo_41.wav
747	9_george_4	george	TRAIN	9	speech_data/9_george_4.wav
748	4_lucas_39	lucas	TEST	4	speech_data/4_lucas_39.wav
749	5_lucas_30	lucas	TEST	5	speech_data/5_lucas_30.wav
750	2_yweweler_4	yweweler	DEV	2	speech_data/2_yweweler_4.wav
751	7_nicolas_6	nicolas	TRAIN	7	speech_data/7_nicolas_6.wav
752	4_yweweler_6	yweweler	DEV	4	speech_data/4_yweweler_6.wav
753	0_nicolas_31	nicolas	TRAIN	0	speech_data/0_nicolas_31.wav
754	2_lucas_40	lucas	TEST	2	speech_data/2_lucas_40.wav
